Review_ID,Text_Review,Cleaned_Text,Rating,Sentiment_Label,Satisfaction_Level,Visitor_Age,Visit_Type,Travel_Purpose,Visit_Season,Eco_Activity_Count,Wildlife_Sightings,Site_Type,Eco_Rating,Guide_Quality,Cleanliness_Score,Service_Quality,Eco_Education_Level,Sustainability_Score,Crowd_Level,Noise_Level,Safety_Score,Travel_Distance_km,Expense_Level,Would_Recommend,Return_Intent,GroundTruth
1736,Too many insects and poorly managed waste disposal.,too many insects and poorly managed waste disposal,1,Negative,Low,47,Family,Leisure,Summer,5,1,Coastal,1.8,4,3,3,1,5,1,5,3,18,Low,Yes,Yes,Negative-Low
1737,Wonderful conservation efforts and very clean surroundings made the trip special.,wonderful conservation efforts and very clean surroundings made the trip special,4,Positive,High,57,Friends,Adventure,Winter,5,8,Lake,1.7,4,1,1,3,4,4,2,3,282,Medium,No,No,Positive-High
1738,The trek was breathtaking and the staff ensured full safety.,the trek was breathtaking and the staff ensured full safety,5,Positive,High,48,Family,Adventure,Winter,1,0,Lake,3.5,3,1,1,2,1,2,1,3,350,Medium,No,No,Positive-High
1739,Wonderful conservation efforts and very clean surroundings made the trip special.,wonderful conservation efforts and very clean surroundings made the trip special,4,Positive,High,31,Couple,Photography,Spring,6,3,Wildlife Sanctuary,4.0,3,2,3,5,3,5,3,5,263,Medium,No,Yes,Positive-High
1740,A very eco-friendly resort with sustainable facilities and amazing staff support.,a very ecofriendly resort with sustainable facilities and amazing staff support,4,Positive,High,25,Friends,Photography,Monsoon,4,0,Coastal,3.8,1,3,1,1,3,4,4,2,102,High,Yes,No,Positive-High
1741,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,38,Family,Leisure,Monsoon,1,5,Forest,1.8,2,3,1,3,3,4,1,2,409,High,No,No,Neutral-Medium
1742,Good experience but it did not fully meet expectations.,good experience but it did not fully meet expectations,3,Neutral,Medium,46,Solo,Photography,Winter,5,4,Lake,2.2,5,4,5,4,1,1,5,1,88,Low,No,Yes,Neutral-Medium
1743,Loud noise ruined the natural experience.,loud noise ruined the natural experience,1,Negative,Low,28,Solo,Relaxation,Winter,3,6,Lake,4.5,2,3,2,3,2,2,1,3,340,Low,No,Yes,Negative-Low
1744,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,1,Negative,Low,23,Group,Leisure,Spring,6,7,Wildlife Sanctuary,3.8,3,5,4,1,2,3,2,4,206,Low,No,No,Negative-Low
1745,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,4,Positive,High,21,Group,Photography,Monsoon,3,4,Lake,4.3,4,4,3,4,4,3,2,3,200,High,Yes,No,Positive-High
1746,Unsafe trail conditions made hiking risky.,unsafe trail conditions made hiking risky,1,Negative,Low,32,Couple,Adventure,Monsoon,8,4,Lake,1.2,5,3,1,5,2,5,4,3,112,Medium,No,No,Negative-Low
1747,The nature guide explained everything clearly and made the tour more enjoyable.,the nature guide explained everything clearly and made the tour more enjoyable,5,Positive,High,39,Group,Adventure,Summer,6,3,Mountain,4.6,4,1,5,4,2,5,1,4,15,Medium,Yes,Yes,Positive-High
1748,The atmosphere was nice although activities were limited.,the atmosphere was nice although activities were limited,3,Neutral,Medium,63,Couple,Wildlife Study,Spring,4,3,Mountain,3.2,5,2,3,5,2,4,2,1,350,High,No,No,Neutral-Medium
1749,Unsafe trail conditions made hiking risky.,unsafe trail conditions made hiking risky,2,Negative,Low,57,Group,Leisure,Spring,9,8,Forest,2.5,1,3,2,4,3,4,4,5,94,Medium,Yes,Yes,Negative-Low
1750,The trip felt overpriced and disappointing.,the trip felt overpriced and disappointing,2,Negative,Low,41,Solo,Adventure,Winter,10,2,Forest,3.5,2,5,5,4,1,3,3,5,148,Medium,Yes,No,Negative-Low
1751,Guides were unorganized and did not follow safety guidelines.,guides were unorganized and did not follow safety guidelines,1,Negative,Low,23,Couple,Leisure,Spring,5,1,Forest,1.7,5,3,3,4,4,5,2,4,414,Low,No,No,Negative-Low
1752,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,53,Solo,Leisure,Summer,8,2,Coastal,2.2,5,1,1,4,1,2,3,4,85,High,Yes,No,Neutral-Medium
1753,Transport delays and chaotic scheduling.,transport delays and chaotic scheduling,2,Negative,Low,45,Group,Photography,Monsoon,5,7,Forest,2.7,4,3,3,2,4,5,3,3,132,High,Yes,Yes,Negative-Low
1754,"Rooms were unclean, noisy, and poorly maintained.",rooms were unclean noisy and poorly maintained,2,Negative,Low,48,Solo,Relaxation,Winter,7,8,Forest,4.5,2,5,4,1,4,4,4,1,102,Low,No,Yes,Negative-Low
1755,Food quality was moderate and service was inconsistent.,food quality was moderate and service was inconsistent,3,Neutral,Medium,25,Solo,Wildlife Study,Spring,6,3,Forest,1.9,1,1,3,3,5,2,1,1,261,Medium,No,Yes,Neutral-Medium
1756,Service was acceptable but nothing exceptional.,service was acceptable but nothing exceptional,3,Neutral,Medium,51,Group,Relaxation,Summer,8,5,Lake,1.6,4,3,5,5,2,4,4,1,434,Medium,No,Yes,Neutral-Medium
1757,Loud noise ruined the natural experience.,loud noise ruined the natural experience,1,Negative,Low,56,Couple,Relaxation,Summer,1,2,Forest,3.7,4,3,3,4,4,4,1,2,38,High,Yes,Yes,Negative-Low
1758,Good experience but it did not fully meet expectations.,good experience but it did not fully meet expectations,3,Neutral,Medium,61,Family,Wildlife Study,Summer,3,6,Lake,1.8,3,2,2,2,5,4,5,2,389,High,Yes,No,Neutral-Medium
1759,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,44,Friends,Wildlife Study,Summer,3,3,Lake,2.0,4,4,5,5,2,5,1,5,494,Low,No,Yes,Neutral-Medium
1760,Excellent wildlife sightings; the guides were knowledgeable and passionate about conservation.,excellent wildlife sightings the guides were knowledgeable and passionate about conservation,4,Positive,High,28,Friends,Adventure,Summer,9,1,Coastal,2.6,2,1,5,3,3,2,2,1,372,Medium,Yes,Yes,Positive-High
1761,Excellent wildlife sightings; the guides were knowledgeable and passionate about conservation.,excellent wildlife sightings the guides were knowledgeable and passionate about conservation,4,Positive,High,34,Group,Relaxation,Winter,6,6,Forest,2.7,5,3,3,2,1,5,1,1,174,Medium,No,Yes,Positive-High
1762,The trek was breathtaking and the staff ensured full safety.,the trek was breathtaking and the staff ensured full safety,4,Positive,High,25,Couple,Wildlife Study,Winter,7,7,Mountain,4.7,1,1,4,2,2,4,3,3,41,Medium,Yes,Yes,Positive-High
1763,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,5,Positive,High,30,Family,Leisure,Summer,5,1,Mountain,4.1,4,5,4,1,4,4,2,3,264,High,Yes,No,Positive-High
1764,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,2,Negative,Low,38,Friends,Photography,Monsoon,10,7,Coastal,1.7,1,1,2,3,5,4,5,5,335,Medium,No,Yes,Negative-Low
1765,Eco-friendly claims were false and misleading.,ecofriendly claims were false and misleading,2,Negative,Low,18,Family,Photography,Winter,6,4,Wildlife Sanctuary,1.6,4,5,3,3,1,5,5,4,76,High,No,No,Negative-Low
1766,Loud noise ruined the natural experience.,loud noise ruined the natural experience,1,Negative,Low,46,Family,Relaxation,Monsoon,7,4,Forest,1.3,4,2,1,3,4,1,2,3,29,Low,Yes,No,Negative-Low
1767,"A calm, refreshing experience surrounded by untouched natural beauty.",a calm refreshing experience surrounded by untouched natural beauty,4,Positive,High,21,Family,Adventure,Monsoon,3,8,Wildlife Sanctuary,1.7,4,4,3,2,1,3,4,4,362,High,Yes,Yes,Positive-High
1768,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,50,Group,Leisure,Monsoon,6,5,Mountain,1.2,2,5,4,5,1,4,3,5,168,High,No,No,Neutral-Medium
1769,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,44,Group,Adventure,Summer,9,0,Wildlife Sanctuary,3.9,1,2,1,4,2,3,5,5,453,High,No,No,Neutral-Medium
1770,Excellent wildlife sightings; the guides were knowledgeable and passionate about conservation.,excellent wildlife sightings the guides were knowledgeable and passionate about conservation,4,Positive,High,26,Group,Adventure,Spring,3,5,Lake,2.4,2,1,1,1,5,3,1,5,16,Medium,Yes,No,Positive-High
1771,Cleanliness was average throughout the site.,cleanliness was average throughout the site,3,Neutral,Medium,31,Couple,Wildlife Study,Spring,4,0,Wildlife Sanctuary,1.6,2,3,4,2,2,3,4,4,460,Low,No,Yes,Neutral-Medium
1772,Unsafe trail conditions made hiking risky.,unsafe trail conditions made hiking risky,1,Negative,Low,26,Family,Leisure,Winter,10,4,Coastal,3.7,2,2,1,1,1,3,3,4,275,Low,No,No,Negative-Low
1773,The trek was breathtaking and the staff ensured full safety.,the trek was breathtaking and the staff ensured full safety,4,Positive,High,49,Family,Adventure,Monsoon,1,3,Wildlife Sanctuary,1.7,4,3,3,4,3,4,1,1,67,High,Yes,Yes,Positive-High
1774,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,53,Group,Photography,Spring,6,8,Lake,4.4,1,1,2,5,5,3,2,3,413,Medium,No,No,Neutral-Medium
1775,The biodiversity walk was educational and offered close-up experiences with rare species.,the biodiversity walk was educational and offered closeup experiences with rare species,4,Positive,High,38,Couple,Leisure,Summer,9,7,Forest,2.5,1,1,2,2,1,3,2,2,154,High,Yes,Yes,Positive-High
1776,"We enjoyed the peaceful environment, fresh air, and beautiful birdwatching spots.",we enjoyed the peaceful environment fresh air and beautiful birdwatching spots,4,Positive,High,50,Solo,Relaxation,Monsoon,3,2,Wildlife Sanctuary,4.0,2,5,1,4,4,5,4,2,46,Low,No,Yes,Positive-High
1777,Guides were unorganized and did not follow safety guidelines.,guides were unorganized and did not follow safety guidelines,1,Negative,Low,18,Group,Leisure,Summer,9,3,Wildlife Sanctuary,2.5,1,1,5,3,3,2,5,3,17,Medium,Yes,No,Negative-Low
1778,Eco-friendly claims were false and misleading.,ecofriendly claims were false and misleading,1,Negative,Low,21,Family,Relaxation,Spring,1,7,Lake,1.7,3,5,5,4,5,1,2,4,35,High,No,Yes,Negative-Low
1779,Poor service throughout the trip and the location was overcrowded.,poor service throughout the trip and the location was overcrowded,2,Negative,Low,22,Couple,Adventure,Summer,2,4,Lake,1.5,4,5,5,3,1,5,4,4,84,Medium,No,Yes,Negative-Low
1780,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,18,Group,Leisure,Winter,10,6,Mountain,1.4,4,1,1,5,5,2,1,4,494,High,No,Yes,Neutral-Medium
1781,Terrible booking process with no communication.,terrible booking process with no communication,2,Negative,Low,63,Solo,Relaxation,Winter,4,0,Wildlife Sanctuary,4.6,1,4,5,1,2,5,3,5,180,Medium,Yes,Yes,Negative-Low
1782,The trek was breathtaking and the staff ensured full safety.,the trek was breathtaking and the staff ensured full safety,5,Positive,High,26,Solo,Wildlife Study,Monsoon,4,6,Mountain,2.2,5,3,3,1,3,3,2,4,55,Low,Yes,Yes,Positive-High
1783,Excellent wildlife sightings; the guides were knowledgeable and passionate about conservation.,excellent wildlife sightings the guides were knowledgeable and passionate about conservation,4,Positive,High,59,Family,Leisure,Spring,3,2,Mountain,2.1,2,3,1,2,5,1,5,5,354,High,Yes,No,Positive-High
1784,Campsite was overcrowded and not cleaned regularly.,campsite was overcrowded and not cleaned regularly,2,Negative,Low,44,Friends,Relaxation,Summer,1,3,Lake,2.5,4,1,1,2,5,2,5,5,248,Low,No,Yes,Negative-Low
1785,Food quality was moderate and service was inconsistent.,food quality was moderate and service was inconsistent,3,Neutral,Medium,62,Friends,Leisure,Monsoon,7,6,Lake,2.3,5,3,5,1,1,5,1,2,113,Medium,Yes,Yes,Neutral-Medium
1786,"Nothing memorable, but nothing terrible either.",nothing memorable but nothing terrible either,3,Neutral,Medium,49,Couple,Leisure,Summer,7,5,Lake,4.8,1,5,4,5,4,2,5,4,162,Medium,Yes,Yes,Neutral-Medium
1787,Good experience but it did not fully meet expectations.,good experience but it did not fully meet expectations,3,Neutral,Medium,38,Couple,Leisure,Summer,4,5,Lake,4.4,5,1,4,5,4,5,2,1,265,Medium,Yes,No,Neutral-Medium
1788,The trip felt overpriced and disappointing.,the trip felt overpriced and disappointing,1,Negative,Low,53,Group,Wildlife Study,Monsoon,3,6,Lake,2.8,5,4,5,2,5,3,4,1,181,Low,No,Yes,Negative-Low
1789,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,30,Friends,Leisure,Summer,3,7,Forest,4.1,1,4,2,2,5,4,2,3,260,Low,Yes,Yes,Neutral-Medium
1790,Wonderful conservation efforts and very clean surroundings made the trip special.,wonderful conservation efforts and very clean surroundings made the trip special,4,Positive,High,26,Family,Wildlife Study,Spring,10,3,Lake,4.2,4,5,1,3,5,1,3,4,234,Medium,Yes,Yes,Positive-High
1791,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,31,Group,Photography,Winter,8,7,Coastal,2.2,3,3,2,4,1,5,3,4,353,High,No,Yes,Neutral-Medium
1792,An unforgettable learning experience about local ecology and sustainability practices.,an unforgettable learning experience about local ecology and sustainability practices,4,Positive,High,39,Couple,Adventure,Winter,2,0,Wildlife Sanctuary,2.5,4,5,5,2,2,4,2,2,42,Medium,No,Yes,Positive-High
1793,The forest trail was incredibly beautiful and peaceful with stunning views everywhere.,the forest trail was incredibly beautiful and peaceful with stunning views everywhere,4,Positive,High,60,Group,Photography,Monsoon,10,7,Mountain,2.4,3,2,4,3,2,4,5,5,107,High,Yes,Yes,Positive-High
1794,"The experience was average overall, not too good and not too bad.",the experience was average overall not too good and not too bad,3,Neutral,Medium,40,Group,Photography,Summer,1,4,Lake,3.8,5,4,1,2,3,2,2,5,31,Low,Yes,Yes,Neutral-Medium
1795,Campsite was overcrowded and not cleaned regularly.,campsite was overcrowded and not cleaned regularly,2,Negative,Low,32,Couple,Relaxation,Spring,1,6,Mountain,4.4,1,2,3,5,3,1,2,5,231,Low,Yes,Yes,Negative-Low
1796,Campsite was overcrowded and not cleaned regularly.,campsite was overcrowded and not cleaned regularly,1,Negative,Low,19,Couple,Relaxation,Monsoon,5,6,Coastal,1.8,3,3,1,4,2,3,5,1,306,High,No,Yes,Negative-Low
1797,The eco-activities like tree planting and conservation talks were meaningful.,the ecoactivities like tree planting and conservation talks were meaningful,5,Positive,High,62,Friends,Wildlife Study,Spring,1,5,Lake,1.6,2,4,3,4,4,4,5,2,24,Low,No,No,Positive-High
1798,The biodiversity walk was educational and offered close-up experiences with rare species.,the biodiversity walk was educational and offered closeup experiences with rare species,4,Positive,High,20,Couple,Photography,Winter,4,2,Coastal,1.0,5,2,5,3,2,1,3,3,240,Low,Yes,No,Positive-High
1799,Wonderful conservation efforts and very clean surroundings made the trip special.,wonderful conservation efforts and very clean surroundings made the trip special,4,Positive,High,40,Group,Photography,Monsoon,5,1,Lake,2.2,3,4,5,1,1,5,1,3,283,Low,No,No,Positive-High
1800,Loved the solar-powered cottages and eco-friendly activities offered on site.,loved the solarpowered cottages and ecofriendly activities offered on site,4,Positive,High,47,Group,Relaxation,Monsoon,4,5,Mountain,4.9,2,2,1,2,4,4,3,2,412,Medium,Yes,Yes,Positive-High
1801,Unsafe trail conditions made hiking risky.,unsafe trail conditions made hiking risky,2,Negative,Low,39,Solo,Leisure,Monsoon,9,2,Wildlife Sanctuary,2.8,2,4,1,2,5,1,1,4,453,Low,No,Yes,Negative-Low
1802,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,2,Negative,Low,38,Friends,Relaxation,Monsoon,3,2,Mountain,1.2,1,5,1,1,1,1,5,1,492,Medium,Yes,No,Negative-Low
1803,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,1,Negative,Low,38,Solo,Photography,Winter,2,7,Mountain,1.4,1,2,1,4,1,3,3,1,468,Low,Yes,No,Negative-Low
1804,Poor service throughout the trip and the location was overcrowded.,poor service throughout the trip and the location was overcrowded,1,Negative,Low,31,Family,Leisure,Monsoon,4,6,Lake,4.4,2,4,2,3,2,5,1,5,307,Low,No,Yes,Negative-Low
1805,The place was dirty with plastic waste everywhere.,the place was dirty with plastic waste everywhere,2,Negative,Low,56,Friends,Photography,Monsoon,7,3,Wildlife Sanctuary,3.2,2,4,3,2,2,1,3,3,52,Low,Yes,Yes,Negative-Low
1806,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,26,Group,Leisure,Winter,2,8,Forest,4.1,1,4,5,4,1,2,4,1,50,Medium,No,Yes,Neutral-Medium
1807,The eco-activities like tree planting and conservation talks were meaningful.,the ecoactivities like tree planting and conservation talks were meaningful,5,Positive,High,45,Friends,Adventure,Spring,9,1,Wildlife Sanctuary,1.9,3,3,5,2,2,5,4,3,6,Low,No,Yes,Positive-High
1808,An unforgettable learning experience about local ecology and sustainability practices.,an unforgettable learning experience about local ecology and sustainability practices,4,Positive,High,23,Group,Adventure,Monsoon,8,3,Wildlife Sanctuary,2.9,2,1,5,4,4,5,3,5,416,Medium,No,No,Positive-High
1809,The trek was breathtaking and the staff ensured full safety.,the trek was breathtaking and the staff ensured full safety,4,Positive,High,40,Couple,Photography,Summer,2,1,Forest,1.3,5,2,3,4,4,4,3,4,426,Low,No,Yes,Positive-High
1810,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,30,Friends,Adventure,Spring,6,0,Wildlife Sanctuary,4.0,1,4,3,2,2,3,4,1,73,Medium,Yes,Yes,Neutral-Medium
1811,The forest trail was incredibly beautiful and peaceful with stunning views everywhere.,the forest trail was incredibly beautiful and peaceful with stunning views everywhere,4,Positive,High,47,Group,Photography,Summer,9,6,Coastal,4.6,4,4,3,3,1,5,2,2,242,High,No,Yes,Positive-High
1812,Poor service throughout the trip and the location was overcrowded.,poor service throughout the trip and the location was overcrowded,1,Negative,Low,38,Friends,Relaxation,Monsoon,1,1,Lake,1.4,4,1,4,5,1,3,3,5,359,Low,Yes,No,Negative-Low
1813,Unsafe trail conditions made hiking risky.,unsafe trail conditions made hiking risky,1,Negative,Low,52,Family,Wildlife Study,Monsoon,3,3,Coastal,3.9,4,4,1,2,1,4,4,3,45,High,Yes,No,Negative-Low
1814,"A calm, refreshing experience surrounded by untouched natural beauty.",a calm refreshing experience surrounded by untouched natural beauty,5,Positive,High,31,Friends,Adventure,Spring,7,5,Coastal,3.0,4,2,5,2,5,5,2,2,97,High,No,No,Positive-High
1815,Wonderful conservation efforts and very clean surroundings made the trip special.,wonderful conservation efforts and very clean surroundings made the trip special,4,Positive,High,64,Friends,Leisure,Summer,6,1,Mountain,4.5,1,1,1,3,4,3,1,2,499,Medium,Yes,Yes,Positive-High
1816,"The experience was average overall, not too good and not too bad.",the experience was average overall not too good and not too bad,3,Neutral,Medium,49,Solo,Photography,Spring,3,8,Lake,1.7,3,1,3,1,5,3,1,4,66,High,Yes,Yes,Neutral-Medium
1817,The atmosphere was nice although activities were limited.,the atmosphere was nice although activities were limited,3,Neutral,Medium,24,Family,Photography,Monsoon,6,2,Mountain,2.6,5,1,1,3,1,1,4,3,150,Low,No,Yes,Neutral-Medium
1818,Eco-friendly claims were false and misleading.,ecofriendly claims were false and misleading,2,Negative,Low,18,Friends,Wildlife Study,Monsoon,2,8,Wildlife Sanctuary,3.9,1,2,3,1,4,3,5,2,413,Medium,No,No,Negative-Low
1819,Unsafe trail conditions made hiking risky.,unsafe trail conditions made hiking risky,2,Negative,Low,19,Friends,Wildlife Study,Monsoon,1,2,Coastal,1.7,5,2,5,5,4,4,4,2,302,Medium,No,No,Negative-Low
1820,An unforgettable learning experience about local ecology and sustainability practices.,an unforgettable learning experience about local ecology and sustainability practices,4,Positive,High,18,Couple,Leisure,Summer,9,8,Lake,2.8,3,2,4,3,2,4,5,2,55,Low,No,Yes,Positive-High
1821,Too many insects and poorly managed waste disposal.,too many insects and poorly managed waste disposal,2,Negative,Low,36,Solo,Wildlife Study,Summer,10,6,Coastal,3.0,2,2,4,1,4,4,2,1,156,High,Yes,Yes,Negative-Low
1822,Scenery was pleasant but transport arrangements were weak.,scenery was pleasant but transport arrangements were weak,3,Neutral,Medium,57,Couple,Leisure,Winter,2,4,Coastal,4.2,3,5,3,1,4,5,1,2,381,Medium,No,Yes,Neutral-Medium
1823,The eco-activities like tree planting and conservation talks were meaningful.,the ecoactivities like tree planting and conservation talks were meaningful,4,Positive,High,44,Couple,Relaxation,Spring,5,2,Coastal,3.0,3,1,4,2,2,4,3,1,66,High,No,Yes,Positive-High
1824,"The experience was average overall, not too good and not too bad.",the experience was average overall not too good and not too bad,3,Neutral,Medium,46,Couple,Leisure,Summer,1,8,Lake,4.7,4,2,4,1,4,3,2,2,413,Medium,No,No,Neutral-Medium
1825,Wonderful conservation efforts and very clean surroundings made the trip special.,wonderful conservation efforts and very clean surroundings made the trip special,4,Positive,High,23,Friends,Relaxation,Spring,1,7,Coastal,3.4,3,5,1,1,5,3,4,2,156,High,No,Yes,Positive-High
1826,"Beautiful waterfalls, clean rivers, and well-protected wildlife zones.",beautiful waterfalls clean rivers and wellprotected wildlife zones,4,Positive,High,29,Group,Relaxation,Monsoon,6,6,Coastal,1.8,3,4,4,2,1,2,1,3,245,Low,Yes,Yes,Positive-High
1827,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,2,Negative,Low,62,Family,Wildlife Study,Summer,8,6,Forest,2.1,4,4,1,5,4,1,3,2,125,High,Yes,No,Negative-Low
1828,The biodiversity walk was educational and offered close-up experiences with rare species.,the biodiversity walk was educational and offered closeup experiences with rare species,5,Positive,High,55,Family,Leisure,Spring,8,1,Lake,4.1,2,1,4,1,4,4,3,5,27,Medium,Yes,No,Positive-High
1829,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,34,Solo,Adventure,Spring,3,4,Wildlife Sanctuary,2.7,4,2,2,2,2,5,1,5,480,High,Yes,No,Neutral-Medium
1830,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,2,Negative,Low,37,Friends,Photography,Monsoon,2,4,Mountain,1.5,2,2,1,4,4,5,1,1,449,Low,No,No,Negative-Low
1831,The atmosphere was nice although activities were limited.,the atmosphere was nice although activities were limited,3,Neutral,Medium,22,Family,Relaxation,Summer,9,2,Coastal,1.7,5,4,1,4,2,2,5,1,169,High,No,Yes,Neutral-Medium
1832,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,21,Friends,Leisure,Monsoon,5,4,Wildlife Sanctuary,4.3,2,2,2,4,4,3,3,5,194,Medium,Yes,Yes,Neutral-Medium
1833,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,39,Family,Photography,Summer,8,0,Lake,4.8,3,2,3,5,1,5,4,2,39,Low,Yes,No,Neutral-Medium
1834,Too many insects and poorly managed waste disposal.,too many insects and poorly managed waste disposal,1,Negative,Low,25,Family,Relaxation,Summer,2,0,Mountain,3.2,1,5,1,4,4,5,3,2,265,High,Yes,Yes,Negative-Low
1835,Terrible booking process with no communication.,terrible booking process with no communication,2,Negative,Low,53,Family,Adventure,Monsoon,3,7,Mountain,4.4,5,2,3,2,5,4,3,1,272,Low,Yes,No,Negative-Low
1836,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,33,Couple,Leisure,Spring,7,7,Forest,3.3,2,5,2,3,5,4,3,5,75,High,Yes,No,Neutral-Medium
1837,The trip felt overpriced and disappointing.,the trip felt overpriced and disappointing,1,Negative,Low,49,Couple,Adventure,Winter,2,1,Lake,1.5,3,3,3,4,1,1,5,5,350,Low,No,Yes,Negative-Low
1838,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,1,Negative,Low,43,Friends,Relaxation,Winter,4,2,Forest,3.7,1,5,1,4,5,2,4,5,430,Low,Yes,No,Negative-Low
1839,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,1,Negative,Low,43,Couple,Leisure,Winter,7,5,Coastal,3.2,5,4,4,5,2,2,3,2,358,Medium,Yes,Yes,Negative-Low
1840,Eco-friendly claims were false and misleading.,ecofriendly claims were false and misleading,1,Negative,Low,49,Couple,Adventure,Winter,8,0,Wildlife Sanctuary,2.9,1,1,1,5,1,5,5,1,99,Medium,Yes,Yes,Negative-Low
1841,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,1,Negative,Low,50,Solo,Leisure,Spring,1,3,Wildlife Sanctuary,4.7,2,5,3,1,5,3,2,3,131,Medium,No,No,Negative-Low
1842,"Nothing memorable, but nothing terrible either.",nothing memorable but nothing terrible either,3,Neutral,Medium,40,Couple,Photography,Monsoon,6,2,Mountain,3.6,2,1,1,4,5,4,4,3,214,Medium,Yes,No,Neutral-Medium
1843,An unforgettable learning experience about local ecology and sustainability practices.,an unforgettable learning experience about local ecology and sustainability practices,5,Positive,High,37,Friends,Leisure,Winter,10,0,Coastal,3.4,3,5,4,4,1,3,1,4,175,High,Yes,Yes,Positive-High
1844,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,5,Positive,High,22,Family,Relaxation,Summer,1,7,Lake,2.4,5,5,3,3,3,2,4,4,179,Low,No,Yes,Positive-High
1845,"We enjoyed the peaceful environment, fresh air, and beautiful birdwatching spots.",we enjoyed the peaceful environment fresh air and beautiful birdwatching spots,5,Positive,High,52,Couple,Photography,Monsoon,2,7,Forest,1.2,2,4,1,2,4,5,1,2,118,Low,No,No,Positive-High
1846,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,2,Negative,Low,42,Solo,Photography,Winter,3,4,Wildlife Sanctuary,3.4,3,2,1,5,4,3,3,4,327,Medium,No,No,Negative-Low
1847,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,31,Friends,Photography,Summer,7,0,Wildlife Sanctuary,2.3,2,1,4,3,1,1,1,5,29,Low,Yes,Yes,Neutral-Medium
1848,Excellent wildlife sightings; the guides were knowledgeable and passionate about conservation.,excellent wildlife sightings the guides were knowledgeable and passionate about conservation,4,Positive,High,20,Friends,Adventure,Monsoon,4,4,Mountain,4.3,1,5,3,4,1,1,3,1,260,Low,Yes,Yes,Positive-High
1849,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,42,Group,Photography,Winter,8,4,Coastal,2.3,5,5,5,4,1,1,1,2,218,High,No,No,Neutral-Medium
1850,"Nothing memorable, but nothing terrible either.",nothing memorable but nothing terrible either,3,Neutral,Medium,59,Family,Wildlife Study,Spring,3,0,Mountain,2.6,5,1,3,5,4,3,4,2,296,Low,No,Yes,Neutral-Medium
1851,Scenery was pleasant but transport arrangements were weak.,scenery was pleasant but transport arrangements were weak,3,Neutral,Medium,55,Solo,Photography,Winter,7,3,Coastal,1.4,5,3,3,5,3,1,2,3,244,Medium,Yes,Yes,Neutral-Medium
1852,Loved the solar-powered cottages and eco-friendly activities offered on site.,loved the solarpowered cottages and ecofriendly activities offered on site,4,Positive,High,61,Friends,Adventure,Winter,10,5,Forest,2.5,3,5,5,4,1,1,3,2,366,Low,No,Yes,Positive-High
1853,A very eco-friendly resort with sustainable facilities and amazing staff support.,a very ecofriendly resort with sustainable facilities and amazing staff support,5,Positive,High,59,Friends,Photography,Winter,6,5,Coastal,4.1,2,2,1,3,1,1,4,4,160,High,No,No,Positive-High
1854,The eco-activities like tree planting and conservation talks were meaningful.,the ecoactivities like tree planting and conservation talks were meaningful,4,Positive,High,26,Friends,Leisure,Spring,4,6,Lake,4.7,3,3,4,5,1,2,4,1,445,High,Yes,Yes,Positive-High
